code	title	info
1546576	가지지 못하는 것에 대한 욕망	 지긋지긋한 짝사랑의 종지부를 찍었다.  내 약혼자 ‘세드릭’이 내 동생과 바람이 났다는 것을 알았을 때.  그제서야 나는 그 남자에게서 미련을 버릴 수 있었다.  “네 집착에 어느 남자가 견디겠니.”  심지어 가족도 내가 잘못이라고 했다. 그래서 나는 그에게서, 가족에게서 도망치기로 했다.  “파혼 하겠어요. 혼자 살고 싶어요.”  어릴 때 부터 막역하게 지내오던 소꿉친구 ‘바이에른’이 나의 파혼을 흔쾌히 도왔다.  “난 너만 괜찮으면 돼.”  아주 다정하고 상냥한 친구라고 생각했다.  그런데…….  내가 도망치자 마자, 세드릭이 나를 찾기 시작했다고 한다. 심지어 나를 업신여기던 가족까지도.  그리고 마침내 그가 나를 찾아냈을 때.  “돌아와 제발.”  세드릭은 내게 애원했다. 그때였다.  곁에서 지켜보던 바이에른이 갑자기 검을 집어 들어 그에게 겨누었다. 그 위협에 삽시간에 세드릭이 무릎을 꿇었다. 그는 믿을 수 없는 눈으로 바이에른을 바라보며 말했다.  “폐, 폐하께서……. 어떻게 라피네와 함께 계십니까?”  나는 그 말에 완전히 넋이 나간 얼굴을 할 수 밖에 없었다.    도망여주  후회물  가족후회물  남조후회  쓰레기줍지않음  계략남주  본의아니게정체숨기고?뒤봐주는남주  여주한정다정남주  집착남주  능력여주  이능여주
1535944	악녀여서 죽긴 했는데 꼭 착하게 살아야 해요?	  악녀  초반고구마  사이다  복수  회귀  책빙의  후회물  가족후회물  능력녀  조신남  능력남  순정남  노예남  “저는 리나를 가문의 일원으로 받아들인 적도 없고 나를 대신해서 성녀가 되어달라고 부탁한 적도 없습니다. 제국을 위해 일한 사람은 리나가 아닌 저입니다.”  아버지와 가문을 위해 10년의 세월을 성녀로서 일해온 베아트리체. 하루아침에 성녀를 은퇴당하고 고향으로 돌아오자 가족들에겐 새로운 동생이 생겼다.  “헤헤 언니가 베아트리체 언니예요? 반가워요, 이리나…… 아니 리나 컴벨이에요!”  검은 머리에 검은 눈을 가진 특이한 소녀는 내 자리를 조금씩 빼앗아 갔다.   나는 리나를 살해하려고 했다는 누명을 쓰고 제국 제일의 악녀가 되어 황폐해진 땅 아틀란타로 버려졌다. 재갈과 안대를 쓰고 온몸을 결방당한채 스스로 재물이 되겠다고 다짐하고 강물로 뛰어든 그날, 나는 내 인생을 다시 살게 되었다.  “너는 조금이라도 리나를 불쌍하게 생각하지 않는 거냐?” 똑같은 질문을 꺼내는 아버지를 보고 내가 대답했다.  “제가 왜요?” “뭐?” “쟤가 불쌍한 거랑 내가 불쌍해해야 하는 거랑 무슨 상관인데요?”   ……그런데 이제, 서비스센터에서 일하며 다져진 진상 대처법을 곁들인.
1549841	랭커의 홈마는 성공했다	" 홈마가 되었다.  내 영원한 아이돌인 1위 랭커 현재연을 덕질하기 위해.    산넘고 물건너 S급 랭커를 쫓아다니다보니 나도 각성했다.  이제는 100층만이 남은 탑.  탑을 완벽공략하고 나올 현재연을 찍기 위해 한 달을 꼬박 기다렸다. 그런데?   ;SYSTEM : 탑의 100층이 공략될 뻔 했습니다!;   현재연이 공략을 실패했다!   거기까진 좋았다.  사람이 살다보면 실패할 수도 있다.  덕질만 계속 하면 된다고 생각했다. 그런데?   ""이 시간부로 저 현재연은 탑의 공략을 포기하겠습니다.""   현재연이 은퇴를 선언한다!  그렇게 잠적을 타고 행방불명이 되어버린 현재연.  충격에 술이나 마시러 편의점에 나왔다.  하지만 그때 알았다.   머글만 계를 탄다는 법은 없다는 것을.      정체를 숨기고 있었지만 한 눈에 알아보았다. 저 수근골의 생김새, 견갑골의 움직임.   ""현재-읍!!!""   현재연은 제 이름이 나오기도 전에 내 입을 틀어막았다.  미친, 너무 잘 생겼어.  그리고 그는 골목에서 은밀한 제안을 건넸다.   ""너, 집 좀 쓰자.""     탑등반  여주현판  헌터물  무심다정남주  S급남주  직진여주  C급여주    문의: lcravat180@gmail.com 표지: 형광포도   소개글이 수정되었습니다. "
1544920	여주가 내 약혼자와 바람났다	" 남주에게 죽는 조무래기 악역 여조가 되었다.  원작을 비틀고자 여주와 절친이 되는 것까지는 성공했는데,  그 여주가 내 약혼자와 바람이 났다.  ""미안해, 시엘라. 그래도 우린 여전히 친구지?""  잠깐. 내 약혼자는 원작에서도 알아주는 쓰레기였는데.  손 안 대고 두 쓰레기를 치우게 된 나는 활짝 웃었다.  ""그럼.""    ""파혼이라니. 가문에 먹칠을 해도 유분수가 있지! 당장 나가거라!"" ""네.""  파혼도 했겠다, 가문에서 쫓겨도 났겠다.  원작에서 빠져나온 나는 해피 라이프를 즐기기로 했다.  ""바람 맞은 사람끼리 맞바람이나 피우실래요, 전하?""  여주에게 버림받은 남주까지 야무지게 챙겨서.  얼마 후 여주와 전 약혼자가 깨졌다는 소식이 들려왔다.  ""시엘라, 내가 잘못했어. 우리 아직 친구 맞지?"" ""시엘라…… 내가 어리석었어. 내가 사랑하는 건 너뿐이야. 너도 날 사랑하잖아? 우리 다시 시작하자.""  그와중에 집을 나간 내가 황태자의 연인이자 돈을 긁어모은다는 소문도 퍼졌다.  ""해낼 줄 알았다, 시엘라. 네가 우리 가문의 희망이로구나.""  뭐래. 다들 제정신인가?  그들의 손을 내팽개치며 입꼬리를 삐뚜름히 올렸다.  ""다 필요 없으니 이만 꺼지세요.""    남주와 맞바람  로코  후회물  똥차 버리고 벤츠  능력녀  길드 운영하는 여주  요망한 댕댕이 남주  미쳐 돌아가는 원작   타인의 감상을 방해하는 코멘트는 무통보 삭제입니다.  표지 : 얌쿵님 커미션  계약문의 X"
1545177	어릴 때 사인한 혼인 서약서, 효력 있나요?	" K-로판 노답 드라마 속 부잣집 딸로 환생했다는 걸 깨달았다.   전생의 기억을 되찾고 아직 얼떨떨하던 찰나.   흑막의 홀대받는 아들이 우리 집에 눌러 살게 되었다.   눈물도 정도 많은 흑막 아들과 평화로운 일상을 보내던 어느 날.  ""1번! 2번한테 사랑한다고 말해!""   ""사, 사랑한다고 말하면 결혼해야 돼!""   ""앗, 진짜?""   새빨개진 얼굴로 아이든이 소리쳤다. 사랑이랑 결혼이랑 무슨 상관이람.   ""아이든. 사랑해.""   말한 사람은 난데 아이든이 고개를 푹 처박고 웅얼거렸다.   ""...릴리아, 이제 우리 결혼해?""   ""와! 언니랑 오빠랑 결혼해? 난 찬성! 내가 종이랑 펜 가져올게!""   혼인 서약서를 작성하지 않으면 금방이라도 울 것같은 아이든 때문에 종이 위에 대충 서명했다.   뭐, 별일이야 있겠어. 애기들끼리 하는 건데.   하지만 무럭무럭 큰 흑막 아들은 더 이상 순수 울보 결정체가 아니었다.   ""릴리아, 우리가 어렸을 때 썼던 혼인 서약서. 유효하지?""   아이든의 눈이 집착으로 번뜩였다.    가난한 취준생에서 찐 부잣집 딸로 인생이 뒤바뀐 릴리아와  홀대받는 흑막 아들 아이든의 귀염 꽁냥물!    가벼움 지향   육아물 + 귀여움 한 스푼    로판재질 드라마 속 환생   돈 많은 여주   사이다 여주   울보남주 -; 내 여자 한테만 친절해 남주   다정남주   집착남주     표지 픽사베이 감상에 방해가 되는 댓글은 무통보 삭제될 수 있습니다. 이메일 moonhana27@gmail.com"
1541352	천마의 신부는 제가 아닙니다만	 피폐물 무협 BL 소설 ;천마혈전;에 빙의했다.  그것도 원작에선 언급 한 줄 없는 신비문파 '장생문'의 유일한 계승자 '백요은'으로!  하지만 내가 빙의하고서 기억을 되찾은 시점은 공수가 나란히 사망엔딩이 나기 무려 10년 전의 시점.  ‘잠깐 10년 전이면, 공이 아직 화산파에 있을 때잖아? 수랑 호형호제하던 시절!’  피폐물 장르 특성상 공수가 사이좋게 노니는 모습은 볼 수 없었다. 하지만 지금이라면?  내 눈동자가 광기로 빛났다.  작가도 모르는 히든 스토리 관람은 물론이요, 어쩌면 10년 뒤에 있을 망할 사망 엔딩도 막을 수 있을 지 몰라!  “저, 화산으로 갈래요!”  사부에게 졸라 하산하게 된 나는 마침내 화산파의 속가제자로 들어가게 된다!  그리고 고대하고 고대하던 두 사람을 만나게 되는데....?  “너를 은애한다, 은아야.”  햇살강수 '매화검수 梅花劍手  빙우연'은 그녀에게 대놓고 고백을 해오고,  “도망치지 마라. 발목을 끊어서라도 내 옆에 두고 싶어지니.”  훗날 천마 天魔 가 될 집착광공 '화무결'은 그녀에게 달콤 살벌이 아닌, 그냥 살벌한 협박을 해오는데......  “아니, 그냥 너네끼리 행복하게 살란 말이야! 누나 소원은 그것뿐이야아악!”  과연 그녀는 연인 ? 이 될 두 사람의 비극을 막고, 이야기의 결말을 다시 쓸 수 있을까?   로맨스판타지 무협로판 여주판타지 책빙의 먼치킨여주 힘숨찐여주 주접여주 딜힐다되는여주 집착광공이었던 남주 햇살강수였던 남주 BL물이었던것 덕후여주 무협요소多  기존 무협 설정과 일부 다른 부분이 존재할 수 있습니다. 감안하고 봐주세요:   근거없는 비방이나 작품과 관련없는 내용의 댓글은 무통보 삭제처리하겠습니다.  표지출처: 지인분 커미션 불펌, 캡쳐 금지  작가메일:tami0809@naver.com
1541374	흑막 남편과의 이혼을 거부합니다	" 어느날, 도망 중이던 공작 부인의 몸에 빙의했다. 빙의를 하려면 멀쩡한 날에나 하면 좋을련만.  하필이면 공작 부인이 공작저를 도주하던 그 날,  클로엔의 몸 속에 들어와 버렸다.  정신을 차렸을 때는 근육 빵빵 존잘남이  나를 향해 윽박을 지르고 있었다.  “이런 허술한 방법으로 날 벗어날 수 있을 거라,  생각한 건 아니겠지?”  영문을 모르는 나는 모르쇠로 일관했고  ""날 너무 가벼이 봤어, 클로엔.  3년이란 세월을 함께 했는데도 당신 남편을 모르는 건가!”  “나를 부정하면, 우리 관계가 없던 게 돼나?”  “고작 이깟 서류 조각 하나 던져 놓고 가면  일이 해결될 줄 알았어? 입이 있으면 말을 해봐!”  한참을 씩씩거리던 남자가  손에 들린 이혼합의서를 펄럭거리며 말했다.  “난 못해, 이혼.”  미안하지만, 나도 못 할 것 같다. 얼굴을 보니 평생 데리고 살고 싶어 졌거든.   착각계  쌍방삽질  쌍방집착  책빙의  로코  츤데레남주  무심남  집착남  깨발랄여주  주접물  개그물  가벼움주의  이혼만은안돼  기억상실인척 하는데 그냥 기억이 없는 여주  이혼할까봐 전전긍긍하는 부부  계략여주  불도저여주  전투력만렙 여주  당황잼남주  가랑비 젖듯 스며드는 남주  현실부정남주  우리 여주 하고싶은거 다해   Illust. 망둥이 님 @555tong  커미션 typo_엉기적님  @GIGUK_0823   작품 문의 : lillda@naver.com "
1525256	나는 킹메이커가 아니야	  나는 역사 속으로 떨어졌다.    우여곡절 끝에 내가 어느 시대에 떨어졌는지는 간신히 알아냈지만, 문제는 내가 살아남을 길이 요원하다는 것이었다.   하지만 나는 도라X몽 수준의 배낭 템으로 가까스로 나도 살고, 상꼬맹이 세자도 살리는데 성공했다.    이제 훌훌 털어버리고 지방에서의 안빈낙도의 삶을 즐길 일만 남았는데...     “어깨가 태평양처럼 넓으신 댁은 뉘시온데 남의 집에 이렇게...”   “빈은 여전히 이상한 말을 잘 하시는구려.”   “아, 내 이름은 빈이 아닌데, 아니, 근데 대체 누구신데 남의 집 마당에 이렇게, 허락도 없이 서 계시는 겁니까?”   사내가 가볍게 도포자락을 휘날리며 나를 돌아보았다. 한여름 오후의 햇살을 등진 미친 듯, 잘생긴 남자의 얼굴에 자동적으로 내 속눈썹이 파르르 떨려왔다.   “지아비도 몰라보다니, 벌써 노망이라도 나신 겁니까?”   “뭐요?”   꽃다운 내 나이 스물 둘에 노망이라니, 대체 뭐하는 작자, 뭐? 지아비? 하지만 내 생각이 다 정리되기도 전에, 요사스럽게 붉은 남자의 입술이 다시 열리기 시작했다.   “백이 그대가 참 잘... 지내고 있다하여, 내 그것이 나를 위로하여 하는 소린가 하였더니...”   내 지아비라는 자가 내 집 마당을 수놓은 커다란 연못과, 그림처럼 펼쳐진 화려한 금송들 그리고 관리 잘 된 세단 급 고급 마차를 한번 휘 둘러 보았다.    “진정으로 한 말이었군.”   백이 이 호위무사 자식이 그 어렵다는 축지법을 마스터해서, 내 행적을 일러다 바치는데다가나 쓰다니...  그나저나 지금 내 눈앞에 서 있는 이 남자가 그 상꼬맹이 율이라고?   나는 체면도 잊고 눈을 비비며 녀석에게로 바짝 다가섰다.   몸은 상 남자인데 얼굴은 꽃 미남인 사내가, 푸른빛이 도는 도포를 입고, 윤기 나는 갓까지 올려 쓴 채, 나를 향해 미소 짓고 있었다.   분명 5년이라는 시간은 아이가 남자가 되기에는 충분한 시간이었다.  +++++++++++++++++++++++++++++++++++++++++++++++++++  이 글에 나오는 지명, 인물, 시대, 배경은 모두 역사적 사실과 전혀 무관합니다.  공모전에 등록했다가 삭제하고 재 연재합니다.    초반육아  집착남  동양풍  후회남  해결사여주 
1549564	눈 떠보니 S급 가이드가 되었다.	 희대의 악녀, 그게 나였다. 반란이 일어나 죽고 눈을 떠보니 아이돌에 빙의 했다. 나름 이곳에 적응하며 아이돌로 살아가는데….  “지나씨는 연기 천재야!” “어떻게 이런 아름다운 목소리를 내다니….” “저희 소속사와 계약 하시죠.”  연예계 활동도 손쉽게 잘 풀려버렸다. 그와중에 상태창에 이상한 문장이 떴다.   보상: S급 가이드로 발현했습니다!     난 가이드가 됐을 뿐인데.  “어딜 가시는 겁니까. 또 그 놈에게 가는 겁니까? 당신의 헌터는 나 하나여야 할 텐데요.”  흉흉한 눈빛을 띄며 나를 잡는 랭킹 3위 헌터와,  “하하, 어디 가는 거야?” “산책 가는 거니까 이거 놔.” “응. 못가.” “후우….” “절대 못가. 나 버리지 마아….”  날 붙잡고 글썽거리는 랭킹 1위. 그리고….  “어차피 우리하기로 하지 않았나.” “뭘요?” “결혼.” “!” “한국식으로 말하면 백년가약?”  맛이 가버린 시스템 관리자까지 내게 집착한다.  귀찮은 놈들을 떼어내는 건 불가능했다.   그래. 차라리 피할 수 없으면….   한 번 즐겨볼까?   가이드버스  네임버스  아이돌물  헌터물  역하렘  집착남주 들   빙의물  사이다  복수물  e-mail: hkar44109@naver.com twitter: ins_2015 표지 커미션  @som522_ 
1542589	내 침대 밑에 괴물 남주가 산다	 오빠에게 슬라임을 선물 받았다. 일단은 침대 밑에 넣어 두고 몰래 기르기로 했다. 몬스터긴 하지만…….  “뮤우.”  내가 옷을 갈아 입을 때면 눈을 꼬옥 감고, 파란 몸이 새빨개져서 침대 밑으로 꾸물꾸물 기어 가는 게 놀라울만큼 귀여웠다.  그래서 아무한테도 말 못할 비밀을 매일 조잘거렸다. 내가 빙의자라는 것과 원작의 내용까지도 전부 다.  “사실 여긴 19금 피폐 소설 속이야. 남자 주인공이 참 대단했지.” “뮤?” “19금이 어떤 식이었냐면 말이지…….”  내 말을 듣던 슬라임의 파르스름했던 몸이 빨갛게 달아 올랐다.  날이 지날수록 귀여운 형체를 갖춰 가면서, 조금씩 커지는 것 같기도 하고……. 이거 진짜 슬라임 맞아?  하지만 호기심도, 의심도 오래 가지 못했다. 아버지가 슬라임을 죽여 버렸으니까.    몇 년 뒤, 원작대로 나는 흑막 남주와 정략혼을 맺게 되었다. 나는 강제 결혼 때문에 화가 났을 남주에게 열심히 아부해서 살아 남을 계획이었다.  그런데 당연히 나를 혐오해야 할 남주의 상태가…….  “감금 당하는 걸 좋아하신다고 들었습니다.”  ……이상한데? 내가 언제 그랬어?!  “저는 형식 뿐인 부부가 될 생각은 없습니다. 당연히 남편의 의무를 다할 생각입니다.”  그가 내 턱선을 훑으며 부드럽게 속삭였다.  “침실에서는 ——한 걸 좋아하신다고 했으니, 그것부터 하죠.”  심지어 아무한테도 말 못한 내 몹쓸 취향을 꿰뚫고 있기까지.  지나치게 당황한 탓에 그때의 나는 눈치채지 못했다. 내 턱을 감싸 쥔 손에서 전해져 오는, 말랑말랑한 차가움이 묘하게 익숙하다는 걸!    책 빙의   구원물   초반 귀여운 인외, 중반부터 흑막 집착 남주   인간과 모럴이 다른 남주   약간의 오해물   선결혼 후연애   mmma35235@gmail.com 표지는 루야님께서 그려주신 슬라임입니다!
